application,date,country_of_origin,panel_members,outcome,protected_grounds,based_violence,keywords,references,sex_of_applicant
asylum; withholding_of_removal; CAT,2020-09-29,Mali,Michael P. Baird; Earle B. Wilson; Anne J. Greer,remand,,family-based,child; family; daughter,,female
,2020-03-13,Mexico,Deborah K. Goodwin,remand,,,,,male
,2011-03-08,Mexico,Anne J. Greer,sustain,,,,,male
asylum,2020-03-11,Guatemala,Blair O'Connor; Mark Noferi,sustain,social,family-based,child; ethnicity; woman,,male
,2011-02-24,Georgia,Earle B. Wilson,terminate,,,,,male
asylum; withholding_of_removal; CAT,2020-07-30,Pakistan,Megan Foote Monsky,,political,family-based,child; woman,"Matter of AB, 27 I&N Dec. 316 (A.G. 2018)",male
,2011-02-25,,Ellen Liebowitz; Gabriel Gonzalez,remand,,,,,male
,2020-05-08,,Earle B. Wilson,grant,,,,,male
,2020-08-14,Guatemala,Kevin W. Riley; Edward R. Grant; Hugh Mullane,remand,,,,,male
,2011-01-21,New Zealand,Gabriel Gonzalez,remand,,family-based,husband; family; wife,,female
,2020-01-09,,Keith E. Hunsucker; Michael J. Creppy; Ellen Liebowitz; Philip J. Montante Jr.,remand,,,,,female
asylum; withholding_of_removal; CAT,2020-01-21,Nicaragua,Deborah K. Goodwin,remand,,,,"Matter of AB, 27 I&N Dec. 316 (A.G. 2018)",male
asylum; withholding_of_removal,2020-06-26,Pakistan,Megan Foote Monsky; Keith E. Hunsucker,remand,,,,,male
,2011-06-23,Jamaica,Charles Adkins-Blanch,remand,,,,,male
asylum; withholding_of_removal; CAT,2020-04-27,Mexico,Earle B. Wilson; Anne J. Greer,remand,,,,,male
,2011-03-31,Honduras,Anne J. Greer,deny,race,,,,male
withholding_of_removal; CAT,2020-03-12,Mexico,Keith E. Hunsucker; Michael J. Creppy; Mark Noferi,remand,,,,,male
,2020-09-15,Honduras,Charles Adkins-Blanch; Edward F. Kelly; V. Stuart Couch,sustain,,,,,female
,2020-09-17,El Salvador,William A. Cassidy,remand,nationality,,,,female
asylum,2020-07-10,Venezuela,Deborah K. Goodwin,dismiss,political,,,,male
,2011-03-25,,Gabriel Gonzalez,remand,,,,,male
asylum; withholding_of_removal; CAT,2020-06-10,Sri Lanka,Ana Landazabal Mann,remand,political,,,,male
,2020-07-27,Cuba,Earle B. Wilson,sustain,,,,,female
asylum; withholding_of_removal; CAT,2020-07-23,Guatemala,Charles Adkins-Blanch,remand,,,,,male
,2020-01-21,Mexico,Hugh Mullane,dismiss,,,,,male
asylum; withholding_of_removal; CAT,2020-04-20,El Salvador,Ellen Liebowitz; Garry D. Malphrus,remand,social,gender-based; family-based; gang-based,lesbian; woman; gang,,female
,2020-09-22,,Kevin W. Riley,grant,,,,,female
,2020-08-11,,Ana Landazabal Mann,grant,,,,,female
,2020-06-16,Mexico,Edward F. Kelly,sustain,,,,,male
,2011-12-05,Russia,Charles Adkins-Blanch,remand,,,,,male
,2020-07-21,Ecuador,Kevin W. Riley,remand,,,,,male
asylum; withholding_of_removal; CAT,2020-08-11,El Salvador,Megan Foote Monsky; S. Kathleen Pepper,remand,religion; social,gang-based,gang,,male
,2020-05-20,,Charles Adkins-Blanch; Edward F. Kelly,remand,,,,,male
,2011-12-08,Mexico,Charles Adkins-Blanch; Garry D. Malphrus,deny,,,,,male
,2020-03-30,Ecuador,Earle B. Wilson; Anne J. Greer; Deborah K. Goodwin,remand,,family-based,family; son; child; daughter,,male
,2020-07-31,Uganda,Deborah K. Goodwin,remand,,,,,male
asylum; withholding_of_removal; CAT,2020-09-01,Guatemala,William A. Cassidy,remand,race; social,gang-based; family-based,gang; family,,male
,2020-07-22,,Ana Landazabal Mann; Hugh Mullane,sustain,,,,,male
,2011-01-06,India,Ellen Liebowitz,sustain,,,,,male
,2020-07-09,Honduras,Charles Adkins-Blanch; Edward F. Kelly; William A. Cassidy,remand,,,,,female
,2011-02-11,Ecuador,Gabriel Gonzalez,remand,,,,,male
asylum; withholding_of_removal; CAT,2020-09-11,Cuba,Ellen Liebowitz,remand,political,,,,male
,2020-07-30,Jamaica,Megan Foote Monsky; Deborah K. Goodwin,sustain,,,,,female
asylum; withholding_of_removal,2020-07-24,Cuba,Edward F. Kelly,remand,,,,,male
,2020-01-17,Senegal,Ellen Liebowitz; Mark Noferi; Hugh Mullane,remand,,,,,male
,2020-06-23,,Kevin W. Riley,terminate,,,,,male
,2020-06-03,Cuba,Charles Adkins-Blanch; V. Stuart Couch; Edward F. Kelly,remand,,,,,male
,2011-10-17,Georgia,Garry D. Malphrus; Hugh Mullane,remand,,,,,male
,2020-04-28,Mexico,Keith E. Hunsucker,remand,,,,,male
,2020-08-04,Kenya,Charles Adkins-Blanch; Edward F. Kelly; S. Kathleen Pepper,remand,,,,,female
,2020-05-19,,William A. Cassidy,remand,,,,,male
,2020-01-13,China,Anne J. Greer,remand,,family-based,child,,unkown
asylum; withholding_of_removal; CAT,2020-08-19,Mexico,Charles Adkins-Blanch; Edward F. Kelly; S. Kathleen Pepper,terminate,social,gang-based,gang,"Matter of AB, 27 I&N Dec. 316 (A.G. 2018)",female
,2020-09-02,Brazil,Edward F. Kelly; V. Stuart Couch,sustain,,,,,male
,2020-06-16,Mexico,Edward F. Kelly,remand,,family-based,son,,male
,2020-09-24,Dominican Republic,Keith E. Hunsucker,remand,,,,,male
,2020-02-24,Panama,Anne J. Greer,sustain,,,,,female
,2011-03-16,Egypt,Garry D. Malphrus,dismiss,,,,,male
,2020-06-19,,Kevin W. Riley,remand,,,,,male
,2011-01-03,China,Anne J. Greer,remand,,,,,female
,2020-05-26,Indonesia,Blair O'Connor,remand,religion; nationality,,,,male
,2011-02-23,Venezuela,Charles Adkins-Blanch,remand,,,,,male
,2020-05-22,Italy,Michael J. Creppy; Gabriel Gonzalez,remand,,,,,male
asylum; withholding_of_removal; CAT,2020-08-04,Honduras,Charles Adkins-Blanch; Edward F. Kelly; V. Stuart Couch,remand,,,,,male
,2011-04-07,China,Ellen Liebowitz; Michael J. Creppy,sustain,nationality,,,,female
,2020-02-14,Mexico,Ellen Liebowitz; Keith E. Hunsucker; Mark Noferi,dismiss,,,,,male
,2020-02-20,El Salvador,Anne J. Greer,sustain,,,,,male
,2020-09-28,Ethiopia,Earle B. Wilson; Anne J. Greer,remand,,,,,male
,2020-06-02,Austria,Ana Landazabal Mann; Kevin W. Riley; Edward R. Grant,remand,,,,,male
,2020-09-25,Mexico,Edward F. Kelly; Ana Landazabal Mann,remand,,,,,male
,2011-03-17,Mexico,Charles Adkins-Blanch; Philip J. Montante Jr.,remand,,,,,male
,2020-05-20,Mexico,Anne J. Greer; Gabriel Gonzalez,remand,nationality,,,,male
,2011-04-20,Mexico,Charles Adkins-Blanch,remand,,family-based,child,,male
asylum,2020-08-08,El Salvador,Deborah K. Goodwin,remand,social,gang-based; family-based,gang; child,,male
asylum,2020-07-22,Nigeria,Charles Adkins-Blanch; Edward F. Kelly,remand,,,,,female
,2020-04-22,,Deborah K. Goodwin,remand,,,,,unkown
,2011-01-20,Mexico,Garry D. Malphrus,terminate,,,,,female
,2020-06-18,Mexico,Anne J. Greer,remand,,family-based,husband,,female
,2011-12-29,,Edward R. Grant,dismiss,,,,,male
CAT,2020-06-04,Mexico,Ellen Liebowitz,remand,,,,,male
CAT,2020-05-14,Dominican Republic,Ellen Liebowitz,remand,,,,"Matter of AB, 27 I&N Dec. 316 (A.G. 2018)",male
,2020-04-10,,Ana Landazabal Mann; Hugh Mullane,sustain,,,,,female
asylum; withholding_of_removal; CAT,2020-01-16,Ethiopia,Blair O'Connor; Anne J. Greer,remand,,,,,female
,2020-04-30,,William A. Cassidy,remand,,,,,unkown
,2020-06-29,Haiti,Philip J. Montante Jr.,remand,,,,,male
,2011-01-11,Argentina,Charles Adkins-Blanch,sustain,,,,,male
,2020-06-25,China,Deborah K. Goodwin,dismiss,,family-based,family,,female
,2011-03-21,Mexico,Gabriel Gonzalez,grant,,,,,male
withholding_of_removal; CAT,2020-09-21,El Salvador,Keith E. Hunsucker; Garry D. Malphrus,remand,social,,,,female
asylum; withholding_of_removal; CAT,2020-06-09,Haiti,Ellen Liebowitz; Michael J. Creppy,remand,political; nationality,family-based,family,,female
,2020-02-24,Guatemala,Keith E. Hunsucker,remand,,,,,female
withholding_of_removal; CAT,2020-07-23,Mexico,William A. Cassidy,remand,social,,,,male
,2020-07-09,Mexico,Kevin W. Riley,sustain,,,,,male
,2020-06-30,Indonesia,Megan Foote Monsky; Garry D. Malphrus,remand,religion; nationality,,,,male
,2011-02-28,Mexico,Garry D. Malphrus,remand,,,,,male
,2020-02-28,,Edward F. Kelly,grant,,,,,male
,2011-05-10,Mexico,Charles Adkins-Blanch; Gabriel Gonzalez,remand,,,,,male
,2020-03-12,,Ana Landazabal Mann; Edward F. Kelly,remand,,,,,male
,2020-04-21,El Salvador,Blair O'Connor,return,,,,,male
,2011-04-22,Mexico,Garry D. Malphrus; Hugh Mullane,deny,,,,,male
,2020-03-06,Dominican Republic,Charles Adkins-Blanch; Hugh Mullane,remand,,,,,male
,2020-06-25,El Salvador,Charles Adkins-Blanch,remand,,,,,female
asylum; withholding_of_removal; CAT,2020-07-22,Mexico,Stephanie E. Gorman,remand,,,,,male
,2011-06-20,,Garry D. Malphrus; Hugh Mullane,deny,,,,,male
CAT,2020-02-21,Russia,Michael J. Creppy,remand,,,,,male
,2011-03-23,El Salvador,Charles Adkins-Blanch,sustain,,,,,female
asylum; withholding_of_removal; CAT,2020-09-02,Cuba,Ellen Liebowitz; Michael J. Creppy,remand,political,,,,male
,2020-08-17,Mexico,Deborah K. Goodwin; S. Kathleen Pepper,sustain,,,,,female
,2020-05-29,Mexico,Ana Landazabal Mann,remand,,,,,male
,2020-05-29,Mexico,Charles Adkins-Blanch; Edward F. Kelly; S. Kathleen Pepper,remand,,,,,male
,2011-06-23,Brazil,Michael J. Creppy; Edward R. Grant; Garry D. Malphrus,deny,,,,,male
asylum; withholding_of_removal; CAT,2020-03-13,,Ana Landazabal Mann; Edward F. Kelly,sustain,,,,,male
asylum; withholding_of_removal; CAT,2020-02-27,Ethiopia,Ellen Liebowitz; Keith E. Hunsucker,remand,,,,,male
,2011-04-14,,Anne J. Greer,deny,,,,,male
,2020-07-27,,Earle B. Wilson; Anne J. Greer,grant,nationality,,,,male
,2011-04-29,Poland,Edward R. Grant,dismiss,,,,,unkown
,2020-04-03,,Anne J. Greer,remand,,,,,female
asylum; withholding_of_removal; CAT,2020-02-20,Cuba,Ana Landazabal Mann; Hugh Mullane,remand,,,,,male
,2020-02-03,Jamaica,Edward F. Kelly,remand,,,,,male
,2011-06-27,Georgia,Anne J. Greer; Garry D. Malphrus; Philip J. Montante Jr.,deny,,,,,male
,2020-09-30,Ecuador,Joan B. Geller,dismiss,,,,,unkown
,2020-05-07,Vietnam,Ana Landazabal Mann; Hugh Mullane,terminate,,,,,male
,2020-01-06,Mexico,Mark Noferi,remand,,gang-based; family-based,gang; child,,male
asylum; withholding_of_removal; CAT,2020-09-03,Cuba,Anne J. Greer; S. Kathleen Pepper,remand,political,,,,male
,2020-09-01,Mexico,Anne J. Greer,sustain,,,,,male
,2020-09-25,Liberia,Megan Foote Monsky,remand,,gender-based,homosexual; homosexuality,,male
,2010-02-02,Mexico,Charles Adkins-Blanch,remand,,,,,female
asylum,2020-01-10,Nicaragua,Blair O'Connor,remand,political,,,,male
,2011-12-15,El Salvador,Anne J. Greer,remand,,,,,male
asylum; withholding_of_removal; CAT,2020-08-05,Tajikistan,Megan Foote Monsky,remand,religion,,,,male
asylum; withholding_of_removal; CAT,2020-05-13,Ecuador,Blair O'Connor,remand,,family-based,parent,,male
,2020-08-26,Mexico,Edward F. Kelly,remand,,,,,unkown
,2011-03-31,Russia,Ana Landazabal Mann; Ellen Liebowitz,deny,,,,,female
,2020-03-26,Mexico,Anne J. Greer,remand,,family-based,son; daughter,,female
asylum; withholding_of_removal; CAT,2020-01-27,Cuba,Ana Landazabal Mann,remand,,,,,male
,2020-05-27,,Deborah K. Goodwin,remand,,,,,female
,2020-03-26,Mexico,Keith E. Hunsucker; William A. Cassidy,remand,,,,,male
,2020-09-28,,Edward F. Kelly,return,,,,,female
,2011-02-11,Mexico,Charles Adkins-Blanch,sustain,,,,,female
asylum; withholding_of_removal; CAT,2020-07-07,Burkina Faso,Anne J. Greer; Deborah K. Goodwin,remand,social; political,,,,male
,2020-05-08,Mexico,Ana Landazabal Mann; Edward R. Grant; Hugh Mullane,sustain,,,,,male
,2020-04-23,,Deborah K. Goodwin,remand,,,,,female
,2011-01-05,Mexico,Charles Adkins-Blanch; Philip J. Montante Jr.,dismiss,nationality,,,,male
,2020-03-10,Honduras,Ana Landazabal Mann; Edward R. Grant,remand,,,,,male
,2020-02-25,Mexico,Ana Landazabal Mann; Hugh Mullane,remand,,,,,male
asylum; withholding_of_removal; CAT,2020-09-24,China,Deborah K. Goodwin,remand,,family-based,family; child,,female
,2020-04-20,India,Anne J. Greer,remand,,,,,male
asylum; withholding_of_removal; CAT,2020-04-10,Nicaragua,Ellen Liebowitz; Michael J. Creppy,remand,social; political,,,"Matter of AB, 27 I&N Dec. 316 (A.G. 2018)",male
asylum; withholding_of_removal; CAT,2020-01-22,El Salvador,Edward F. Kelly; Ana Landazabal Mann; Hugh Mullane,remand,social,gang-based,gang,,unkown
asylum; withholding_of_removal; CAT,2020-07-07,Cuba,Anne J. Greer; Deborah K. Goodwin,remand,political,,,,male
,2020-03-06,Brazil,Ana Landazabal Mann; Hugh Mullane,remand,,,,,male
,2011-01-18,,Anne J. Greer,dismiss,,,,,male
,2020-06-02,Mexico,William A. Cassidy,remand,,,,,male
,2011-04-18,India,Charles Adkins-Blanch; Gabriel Gonzalez,grant,,,,,male
,2020-02-11,Guatemala,Blair O'Connor,sustain,,,,,male
,2011-01-18,,Anne J. Greer,remand,,,,,male
,2020-02-25,Mexico,Earle B. Wilson; Anne J. Greer,remand,,,,,male
,2020-03-10,Philippines,Earle B. Wilson; Blair O'Connor,remand,,,,,male
,2011-01-18,,Anne J. Greer,dismiss,,,,,male
,2020-04-14,,Ellen Liebowitz; Keith E. Hunsucker; Michael J. Creppy,remand,,,,,female
,2020-02-25,Colombia,Ana Landazabal Mann; Edward R. Grant; Hugh Mullane,remand,,,,,male
asylum; withholding_of_removal; CAT,2020-08-07,Cuba,Ellen Liebowitz; Michael J. Creppy,remand,political; nationality,,,,female
,2020-06-11,El Salvador,Ana Landazabal Mann; Hugh Mullane,sustain,,,,,male
,2020-05-27,,Ellen Liebowitz; Michael J. Creppy,,,,,,male
,2020-09-17,,Earle B. Wilson; William A. Cassidy,sustain,,,,,male
,2020-04-15,,Gabriel Gonzalez,dismiss,,,,,unkown
,2011-03-10,Guatemala,Charles Adkins-Blanch,remand,,,,,male
asylum; withholding_of_removal,2020-09-24,El Salvador,Keith E. Hunsucker; Megan Foote Monsky; Michael J. Creppy,remand,religion; social,gang-based,gang,,female
asylum; withholding_of_removal; CAT,2020-08-18,El Salvador,Keith E. Hunsucker,terminate,,,,,male
,2020-05-28,Cuba,Ellen Liebowitz; Michael J. Creppy,sustain,,,,,female
,2020-06-16,Mexico,Charles Adkins-Blanch,remand,,,,,male
,2010-10-01,Kenya,Ellen Liebowitz; Hugh Mullane,remand,,,,,male
withholding_of_removal; CAT,2020-01-13,Iraq,Keith E. Hunsucker; Garry D. Malphrus; Michael J. Creppy,remand,social,,,,male
,2011-01-06,Mexico,Ana Landazabal Mann,dismiss,,,,,male
CAT,2020-04-22,Venezuela,Earle B. Wilson; Deborah K. Goodwin,remand,,,,,male
,2011-06-28,Guatemala,Charles Adkins-Blanch,remand,,,,,male
asylum; withholding_of_removal; CAT,2020-06-22,Honduras,Deborah K. Goodwin,sustain,social,gang-based,gang,"Matter of AB, 27 I&N Dec. 316 (A.G. 2018); Matter of L-E-A-, 27 I&N Dec. 581 (A.G. 2019)",female
withholding_of_removal; CAT,2020-03-16,El Salvador,Ellen Liebowitz; Michael J. Creppy,sustain,social; political,gang-based,gang,,male
,2020-07-06,Honduras,Keith E. Hunsucker,remand,,,,,male
,2011-03-17,Iran,Edward R. Grant; Garry D. Malphrus,remand,,,,,male
withholding_of_removal,2020-05-01,El Salvador,Ana Landazabal Mann; Edward R. Grant; Hugh Mullane,remand,,,,,male
,2020-07-09,Vietnam,Edward F. Kelly; Megan Foote Monsky; Deborah K. Goodwin,terminate,,,,,male
,2011-02-24,,Philip J. Montante Jr.,deny,,,,,unkown
,2020-09-28,Mexico,Ellen Liebowitz,remand,,,,,male
,2020-08-07,Ethiopia,Anne J. Greer; Deborah K. Goodwin,sustain,,,,,male
,2020-01-14,,Stephanie E. Gorman,remand,,,,,male
,2020-07-17,Guinea,Earle B. Wilson,remand,,,,,female
CAT,2020-08-20,Mexico,Edward F. Kelly; Ellen Liebowitz,remand,,,,"Matter of AB, 27 I&N Dec. 316 (A.G. 2018)",female
,2011-11-28,Mexico,Anne J. Greer,deny,,,,,male
,2020-06-11,Haiti,Anne J. Greer,remand,,,,,male
,2020-01-23,El Salvador,Ana Landazabal Mann; Edward F. Kelly,remand,,,,,unkown
,2020-01-22,Mexico,Ana Landazabal Mann; V. Stuart Couch,remand,,family-based,wife,,male
,2020-04-14,Mexico,Blair O'Connor,grant,,,,,male
,2020-02-20,Honduras,Anne J. Greer,remand,nationality,,,,male
,2011-12-08,,Charles Adkins-Blanch; Philip J. Montante Jr.,terminate,,,,,male
asylum; withholding_of_removal; CAT,2020-07-07,Burkina Faso,Anne J. Greer; Deborah K. Goodwin,remand,social; political,,,,male
,2011-11-30,,Anne J. Greer; Hugh Mullane,terminate,,,,,male
asylum; withholding_of_removal; CAT,2020-04-13,Guatemala,Deborah K. Goodwin,remand,social,,,,female
asylum; withholding_of_removal; CAT,2020-09-01,China,Deborah K. Goodwin; S. Kathleen Pepper,remand,religion,,,"Matter of AB, 27 I&N Dec. 316 (A.G. 2018)",male
,2020-09-30,Mexico,Anne J. Greer; S. Kathleen Pepper,remand,,,,,male
,2020-04-22,Vietnam,Keith E. Hunsucker; Ellen Liebowitz,remand,,,,,female
,2011-08-05,,Charles Adkins-Blanch,deny,,,,,female
withholding_of_removal; CAT,2020-03-13,Honduras,Ellen Liebowitz; Gabriel Gonzalez,remand,,family-based,family,,male
,2011-02-08,Mexico,Gabriel Gonzalez,grant,,,,,male
,2020-03-17,Mexico,Michael J. Creppy,grant,,,,,male
,2020-05-15,Dominican Republic,Ellen Liebowitz; Garry D. Malphrus,sustain,,,,,male
asylum; withholding_of_removal; CAT,2020-02-21,Armenia,Keith E. Hunsucker; Ellen Liebowitz,remand,,,,,male
withholding_of_removal; CAT,2020-06-17,Iraq,Keith E. Hunsucker,terminate,,,,,male
,2020-01-03,Mexico,Ellen Liebowitz; Gabriel Gonzalez,terminate,,,,,male
,2011-06-01,Cuba,Gabriel Gonzalez,dismiss,nationality,,,,male
,2020-05-22,Indonesia,Ellen Liebowitz,remand,nationality,,,,female
asylum; withholding_of_removal; CAT,2020-09-11,El Salvador,Blair O'Connor,remand,social; political,gang-based,gang,,male
asylum; withholding_of_removal; CAT,2020-06-24,Cuba,Earle B. Wilson,remand,nationality; political,,,,male
,2020-01-31,Honduras,Ana Landazabal Mann,remand,,,,,male
,2020-08-11,Nigeria,Ana Landazabal Mann; Hugh Mullane,remand,,,,,female
asylum; withholding_of_removal; CAT,2020-08-04,Cuba,Ana Landazabal Mann; Stephanie E. Gorman; Hugh Mullane,remand,,,,,male
,2020-03-26,Mexico,Ana Landazabal Mann; Edward R. Grant; Hugh Mullane,remand,,,,,male
,2011-04-21,El Salvador,Charles Adkins-Blanch; Garry D. Malphrus,remand,,,,,male
,2020-01-23,Haiti,Edward F. Kelly,terminate,,,,,male
,2011-11-17,Mexico,Garry D. Malphrus; Hugh Mullane,remand,,,,,male
,2020-09-16,,Earle B. Wilson; Michael P. Baird; Deborah K. Goodwin,terminate,,,,,male
,2011-03-21,Mexico,Charles Adkins-Blanch,return,,,,,male
asylum; withholding_of_removal; CAT,2020-08-14,Honduras,Kevin W. Riley; Hugh Mullane,remand,social,,,,unkown
,2011-05-10,,Philip J. Montante Jr.,return,,,,,male
asylum; withholding_of_removal,2020-10-02,Guatemala,Anne J. Greer; Deborah K. Goodwin,remand,social,,,,male
,2020-08-21,,Ellen Liebowitz; Garry D. Malphrus,remand,,,,,male
,2011-03-11,Ghana,Philip J. Montante Jr.,deny,,,,,male
withholding_of_removal; CAT,2020-01-10,Nicaragua,Blair O'Connor; Anne J. Greer,,social; political,,,"Matter of L-E-A-, 27 I&N Dec. 581 (A.G. 2019)",male
,2020-08-24,,Kevin W. Riley,dismiss,,,,,male
,2011-04-21,Mexico,Charles Adkins-Blanch; Earle B. Wilson,deny,,,,,male
asylum; withholding_of_removal; CAT,2020-07-02,Mexico,Keith E. Hunsucker,remand,,gang-based; family-based,gang; family,,male
,2020-09-11,Honduras,Ellen Liebowitz; Garry D. Malphrus,remand,,,,,female
,2011-06-30,Mexico,Charles Adkins-Blanch,sustain,,family-based,child,,female
asylum; withholding_of_removal; CAT,2020-05-19,Ghana,Gabriel Gonzalez; Earle B. Wilson; Deborah K. Goodwin,remand,social,gender-based; family-based,homosexual; gay; husband; child; partner,,male
,2011-04-07,,Garry D. Malphrus,remand,,,,,male
,2020-06-25,Mexico,Keith E. Hunsucker; Michael J. Creppy; Garry D. Malphrus,remand,,,,,male
,2020-08-20,Mexico,Blair O'Connor,,,family-based,child,,male
,2020-02-06,,Ana Landazabal Mann,remand,,,,,male
,2020-07-24,Mexico,Ana Landazabal Mann,remand,,,,,male
,2012-08-08,,Garry D. Malphrus,remand,,,,,male
,2020-09-29,El Salvador,Ellen Liebowitz; Keith E. Hunsucker; Garry D. Malphrus,remand,,,,,male
,2020-02-14,Mexico,Ellen Liebowitz; Keith E. Hunsucker; Gabriel Gonzalez; Hugh Mullane,remand,,,,,male
,2012-11-16,,Charles Adkins-Blanch,sustain,,,,,male
,2020-04-10,Mexico,Ellen Liebowitz; Michael J. Creppy,remand,,,,,female
,2020-08-13,Mexico,Kevin W. Riley,remand,,,,,male
asylum; withholding_of_removal; CAT,2020-01-24,Pakistan,Blair O'Connor; Mark Noferi; Anne J. Greer,remand,political,,,,male
,2020-02-27,Mexico,Charles Adkins-Blanch; Ana Landazabal Mann,remand,,,,,female
,2012-09-14,Nigeria,Anne J. Greer,remand,nationality,,,,male
,2020-08-24,,William A. Cassidy,sustain,,,,,female
,2012-03-15,Dominican Republic,Anne J. Greer,remand,,,,,female
asylum; withholding_of_removal; CAT,2020-02-03,Guatemala,Edward F. Kelly,,,,,,female
withholding_of_removal; CAT,2020-08-17,Liberia,Ellen Liebowitz; Michael J. Creppy,remand,,,,,male
,2020-06-04,,Charles Adkins-Blanch; Edward F. Kelly,remand,,,,,male
,2020-01-15,,Keith E. Hunsucker; Ellen Liebowitz; William A. Cassidy,remand,,,,,male
,2012-04-23,Montenegro,Anne J. Greer; Hugh Mullane,dismiss,nationality,,,,male
asylum; withholding_of_removal,2012-01-31,Tanzania,Ellen Liebowitz,remand,,,,,female
asylum; withholding_of_removal; CAT,2020-08-10,India,Megan Foote Monsky,remand,nationality,,,,male
,2020-01-02,Mexico,Ana Landazabal Mann; Hugh Mullane,sustain,,,,,female
,2020-07-10,Honduras,Charles Adkins-Blanch; William A. Cassidy; Edward F. Kelly,sustain,,family-based,child,,female
,2020-07-09,Guatemala,Anne J. Greer; Deborah K. Goodwin,remand,,,,,male
,2010-05-24,Mexico,Anne J. Greer,,,,,,female
withholding_of_removal; CAT,2020-06-19,El Salvador,Philip J. Montante Jr.,remand,social,gang-based,gang,,male
,2012-10-18,Mexico,Garry D. Malphrus,remand,,,,,male
,2020-02-14,El Salvador,Stephanie E. Gorman,sustain,,,,,female
,2012-01-19,Mexico,Anne J. Greer,remand,nationality,,,,male
,2020-05-19,Colombia,Earle B. Wilson; Anne J. Greer,remand,,,,,male
,2020-02-04,Mexico,Ana Landazabal Mann; Gabriel Gonzalez,grant,,,,,male
,2020-08-21,,Charles Adkins-Blanch; S. Kathleen Pepper; Garry D. Malphrus,return,,,,,male
,2012-03-26,Egypt,Charles Adkins-Blanch,return,,,,,male
,2020-08-26,,Ana Landazabal Mann; Kevin W. Riley; Edward R. Grant,remand,,,,"Matter of AB, 27 I&N Dec. 316 (A.G. 2018)",male
,2012-11-16,Mexico,Anne J. Greer,sustain,,,,,male
,2020-03-05,Jamaica,Ana Landazabal Mann; Philip J. Montante Jr.,remand,,,,,male
,2012-03-20,,Charles Adkins-Blanch,terminate,,,,,male
,2019-03-20,Mexico,Megan Foote Monsky; S. Kathleen Pepper,remand,,,,,male
CAT,2020-09-03,Vietnam,Earle B. Wilson; Deborah K. Goodwin,remand,political,,,,male
,2020-10-08,,Edward F. Kelly; Kevin W. Riley,terminate,,,,,male
,2020-03-06,Liberia,William A. Cassidy,dismiss,,,,,male
asylum; withholding_of_removal; CAT,2020-03-04,Senegal,Earle B. Wilson; Anne J. Greer,remand,,,,,male
,2020-04-17,Sri Lanka,Ana Landazabal Mann,sustain,,,,,male
,2012-11-29,Mexico,Charles Adkins-Blanch; Philip J. Montante Jr.,remand,,,,,male
,2020-08-20,,Charles Adkins-Blanch; Edward F. Kelly,remand,,,,,female
withholding_of_removal,2020-01-23,El Salvador,Deborah K. Goodwin,remand,,,,,female
,2020-03-17,South Sudan,Mark Noferi,remand,,family-based,child,,male
,2020-05-26,Guatemala,Ellen Liebowitz; Michael J. Creppy,remand,,,,,male
,2012-09-13,Philippines,Charles Adkins-Blanch,grant,nationality,family-based,child,,male
,2020-05-13,Mexico,Garry D. Malphrus,remand,,,,,male
,2012-08-23,El Salvador,Charles Adkins-Blanch,deny,,,,,male
,2020-10-07,Mexico,Hugh Mullane,remand,,,,,male
,2020-02-05,Mexico,Anne J. Greer,remand,,,,,male
,2012-02-10,El Salvador,Charles Adkins-Blanch,return,,,,,male
,2012-01-13,Mexico,Charles Adkins-Blanch,remand,,,,,male
,2012-03-26,,Ellen Liebowitz,remand,,,,,male
,2012-03-30,Mexico,Anne J. Greer,sustain,,,,,male
,2012-06-14,Mexico,Charles Adkins-Blanch,deny,,,,,male
,2012-03-15,,Ellen Liebowitz,dismiss,,,,,male
,2009-09-09,Mali,Charles Adkins-Blanch,sustain,,,,,female
,2012-04-26,Kenya,Charles Adkins-Blanch; Gabriel Gonzalez,grant,,,,,male
,2012-05-07,,Michael J. Creppy; Garry D. Malphrus; Hugh Mullane,return,,,,,male
,2012-05-09,Mexico,Ana Landazabal Mann,sustain,,,,,female
asylum,2020-01-22,China,Ellen Liebowitz; Keith E. Hunsucker; Michael J. Creppy,remand,,,,,male
,2020-02-10,El Salvador,Mark Noferi,grant,,,,,female
,2020-04-28,Bangladesh,Ana Landazabal Mann; Edward R. Grant,remand,,,,,male
,2020-07-22,El Salvador,Megan Foote Monsky,dismiss,,,,,male
,2020-02-18,El Salvador,Edward F. Kelly,sustain,,,,,female
,2020-05-12,Mexico,Ana Landazabal Mann; Stephanie E. Gorman; Hugh Mullane,remand,,,,,unkown
,2019-06-17,Mexico,Charles Adkins-Blanch; Edward F. Kelly; S. Kathleen Pepper,remand,,,,,unkown
,2012-01-31,Dominican Republic,Gabriel Gonzalez,sustain,,,,,unkown
asylum; withholding_of_removal; CAT,2020-03-30,Mexico,Blair O'Connor; Anne J. Greer,remand,,,,"Matter of L-E-A-, 27 I&N Dec. 581 (A.G. 2019)",male
,2012-07-23,,Charles Adkins-Blanch,deny,,,,,male
asylum; withholding_of_removal; CAT,2020-08-03,China,Deborah K. Goodwin; S. Kathleen Pepper,remand,,,,,female
asylum; withholding_of_removal,2020-03-13,India,Blair O'Connor; Anne J. Greer,remand,political,,,,male
